Species,PlantedStand,Block,Canopy,Understory,OriginStand,Sdlg#,TagColor,StatusDate1,Date,Height,Notes,StatusDate4,Date4,HeightDate4,Notes4,StatusDate5,Date5,HeightDate5,RtCrnHeightDate5,Notes5,Initial Height,comments,done,to do,UniqueID
TSHE,1460,AE105,CompAbsent,CompPresent,1197,160,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompAbsent,CompAbsent,1197,269,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE104,CompPresent,CompPresent,1197,430,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE104,CompAbsent,CompAbsent,1197,439,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE104,CompAbsent,CompPresent,1197,490,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompPresent,CompPresent,1197,492,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompAbsent,CompPresent,1197,517,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompAbsent,CompAbsent,1197,522,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompPresent,CompAbsent,1197,534,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompAbsent,CompAbsent,1197,544,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompAbsent,CompPresent,1197,551,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE101,CompPresent,CompAbsent,1197,556,WH,D,7/24/12,,Tag Removed
ABAM,1603,PARA2,CompAbsent,CompPresent,1197,10,GR,D,8/1/12,,Tag removed
ABAM,1603,PARA5,CompPresent,CompPresent,1197,24,GR,D,8/1/12,,Tag removed
ABAM,1650,HIGH2,CompAbsent,CompPresent,704,82,PK,D,7/30/12,,Tag removed
ABAM,1650,HIGH2,CompAbsent,CompAbsent,1603,112,BL,D,7/30/12,,Tag removed
ABAM,1650,HIGH4,CompAbsent,CompAbsent,1603,245,BL,D,8/1/12,,Tag removed
ABAM,704,TO041,CompAbsent,CompPresent,1064,109,?,D,5/10/12,,
ABAM,1650,HIGH2,CompAbsent,CompAbsent,704,35,PK,D,7/30/12,,
TSHE,704,TO044,CompPresent,CompPresent,1197,77,WH,D,5/10/12,,
TSHE,704,TO044,CompPresent,CompPresent,704,133,GR,D,5/10/12,,
ABAM,704,TO041,CompPresent,CompAbsent,1603,166,BL,A,5/10/12,,
TSHE,704,TO044,CompPresent,CompAbsent,1197,89,WH,D,5/10/12,,
ABAM,1603,PARA3,CompAbsent,CompAbsent,1064,155,YL,A,7/24/12,,
ABAM,704,TO045,CompPresent,CompAbsent,704,340,PK,D,5/10/12,,
ABAM,704,TO045,CompAbsent,CompPresent,1064,115,YL,D,5/10/12,,Tree fell on seedlings
ABAM,668,NISQ4,CompPresent,CompAbsent,1064,139,YL,D,5/10/12,,Tag removed
ABAM,668,NISQ1,CompPresent,CompPresent,704,347,PK,D,5/10/12,,Tag removed
TSHE,704,TO041,CompAbsent,CompPresent,1197,239,WH,D,5/10/12,,
ABAM,1650,HIGH5,CompPresent,CompAbsent,1197,168,GR,D,8/1/12,,
ABAM,668,NISQ4,CompPresent,CompPresent,1064,177,YL,D,5/10/12,,Tag removed
ABAM,1603,PARA4,CompPresent,CompAbsent,1197,192,GR,D,8/1/12,,
ABAM,1603,PARA1,CompAbsent,CompPresent,1603,255,BL,D,8/1/12,,
ABAM,668,NISQ5,CompAbsent,CompPresent,704,403,RD,D,5/10/12,,Tag removed
TSHE,704,TO041,CompPresent,CompAbsent,704,257,GR,D,5/10/12,,
ABAM,704,TO045,CompAbsent,CompPresent,1603,350,BL,D,5/10/12,,Tree fell on seedlings
TSHE,704,TO043,CompPresent,CompAbsent,704,217,GR,D,5/10/12,,
TSHE,704,TO044,CompPresent,CompAbsent,1197,479,WH,D,5/10/12,,
TSHE,704,TO043,CompPresent,CompAbsent,1197,293,WH,D,5/10/12,,
ABAM,704,TO044,CompPresent,CompPresent,1197,307,GR,D,5/10/12,,
TSHE,1197,AM165,CompAbsent,CompAbsent,1197,257,WH,A,6/25/12,,
TSHE,1460,AE104,CompAbsent,CompAbsent,1197,354,WH,A,7/11/12,,
ABAM,668,NISQ5,CompAbsent,CompPresent,1064,237,YL,D,5/10/12,,Tag removed
ABAM,668,NISQ2,CompPresent,CompPresent,1064,349,YL,D,5/10/12,,Tag removed
ABAM,668,NISQ3,CompPresent,CompPresent,1197,365,GR,D,5/10/12,,Tag removed
ABAM,668,NISQ5,CompAbsent,CompAbsent,1603,395,BL,D,5/10/12,,Tag removed
TSHE,704,TO041,CompPresent,CompAbsent,1197,156,WH,D,5/10/12,,
ABAM,1064,AV064,CompAbsent,CompPresent,704,87,PK,A,5/29/12,,
ABAM,1064,AV062,CompAbsent,CompAbsent,704,264,PK,A,5/29/12,,
ABAM,668,NISQ1,CompAbsent,CompPresent,1064,209,YL,D,5/10/12,,Tag removed
ABAM,704,TO043,CompPresent,CompAbsent,1603,340,BL,D,5/10/12,,
ABAM,668,NISQ3,CompPresent,CompAbsent,1603,385,BL,D,5/10/12,,Tag removed
ABAM,668,NISQ4,CompPresent,CompPresent,1064,158,YL,D,5/10/12,,Tag removed
ABAM,668,NISQ1,CompPresent,CompPresent,1603,272,BL,M,5/10/12,,Missing tag
ABAM,704,TO041,CompPresent,CompPresent,1197,308,GR,D,5/10/12,,
ABAM,704,TO042,CompPresent,CompPresent,1603,389,BL,D,5/10/12,,
TSHE,704,TO043,CompAbsent,CompPresent,704,238,GR,D,5/10/12,,
TSHE,704,TO041,CompAbsent,CompPresent,704,281,GR,D,5/10/12,,
TSHE,704,TO042,CompPresent,CompPresent,704,292,,D,5/10/12,,
TSHE,704,TO042,CompAbsent,CompAbsent,704,415,GR,D,5/10/12,,
TSHE,704,TO044,CompAbsent,CompAbsent,704,514,GR,D,5/10/12,,
TSHE,704,TO045,CompPresent,CompAbsent,704,581,GR,D,5/10/12,,
TSHE,704,TO044,CompPresent,CompAbsent,1197,152,WH,D,5/10/12,,
TSHE,704,TO043,CompPresent,CompPresent,1197,164,WH,D,5/10/12,,
TSHE,704,TO042,CompAbsent,CompPresent,1197,264,WH,D,5/10/12,,
TSHE,704,TO042,CompAbsent,CompPresent,1197,288,WH,D,5/10/12,,
ABAM,1064,AV063,CompPresent,CompAbsent,704,113,PK,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV061,CompPresent,CompAbsent,704,288,PK,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV064,CompPresent,CompAbsent,1064,153,YL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV061,CompPresent,CompAbsent,1197,69,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV061,CompAbsent,CompPresent,1603,4,BL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV063,CompPresent,CompAbsent,1603,56,BL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV063,CompPresent,CompPresent,1603,196,BL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV062,CompAbsent,CompAbsent,1603,206,BL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV063,CompPresent,CompPresent,1603,212,BL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV064,CompPresent,CompAbsent,1603,233,BL,D,5/29/12,,Tag removed 7/31/12
TSME,1064,AV065,CompAbsent,CompAbsent,1603,439,BL,D,5/29/12,,Tag removed 7/31/12
TSME,1064,AV062,CompPresent,CompPresent,1603,475,BL,D,5/29/12,,Tag removed 7/31/12
TSHE,1197,AM165,CompAbsent,CompAbsent,704,24,GR,D,6/25/12,,"Marked as dead, but not as tag removed"
TSHE,1197,AM164,CompAbsent,CompAbsent,704,33,GR,D,6/25/12,,Tag removed
TSHE,1197,AM164,CompPresent,CompAbsent,704,142,GR,D,6/25/12,,Tag removed
TSHE,1197,AM161,CompPresent,CompAbsent,704,176,GR,D,6/25/12,,Tag removed
TSHE,1197,AM164,CompPresent,CompAbsent,704,383,GR,D,6/25/12,,Tag removed
TSHE,1197,AM161,CompPresent,CompPresent,704,503,GR,D,6/25/12,,Tag removed
TSHE,1197,AM164,CompAbsent,CompPresent,704,557,GR,D,6/25/12,,Tag removed
TSHE,1197,AM161,CompAbsent,CompAbsent,1197,74,WH,D,6/25/12,,Tag Removed
TSHE,1197,AM162,CompAbsent,CompPresent,1197,298,WH,D,6/25/12,,Tag removed
TSHE,1197,AM161,CompPresent,CompAbsent,1197,299,WH,D,6/25/12,,Tag removed
TSHE,1197,AM165,CompAbsent,CompPresent,1197,310,WH,D,7/25/12,,"UNDER SNOW 6/25/2012, Tag removed"
TSHE,1197,AM165,CompAbsent,CompPresent,1197,331,WH,D,7/25/12,,"UNDER SNOW 6/25/2012, Tag removed"
TSHE,1197,AM164,CompPresent,CompAbsent,1197,511,WH,D,6/25/12,,Tag removed
TSHE,1197,AM162,CompPresent,CompAbsent,1197,530,WH,D,6/26/12,,Tag removed
TSHE,1197,AM161,CompPresent,CompPresent,1197,563,WH,D,6/25/12,,Tag removed
TSHE,1197,AM161,CompAbsent,CompPresent,1197,584,WH,D,6/25/12,,Tag Removed
TSHE,1460,AE101,CompPresent,CompPresent,704,25,GR,D,7/24/12,,Tag Removed
TSHE,1460,AE102,CompPresent,CompPresent,704,30,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompAbsent,CompPresent,704,72,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompAbsent,CompPresent,704,106,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompPresent,CompAbsent,704,162,GR,D,7/11/12,,Changed from 462 to 162; Tag Removed
TSHE,1460,AE103,CompAbsent,CompPresent,704,207,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompPresent,CompAbsent,704,220,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompPresent,CompAbsent,704,233,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompAbsent,CompPresent,704,309,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE101,CompPresent,CompPresent,704,441,GR,D,7/24/12,,Tag Removed
TSHE,1460,AE104,CompAbsent,CompAbsent,704,456,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompAbsent,CompPresent,704,528,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE104,CompPresent,CompAbsent,1197,20,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE104,CompPresent,CompPresent,1197,78,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE101,CompAbsent,CompAbsent,1197,484,WH,D,7/24/12,,Tag Removed
TSHE,1460,AE103,CompAbsent,CompPresent,1197,498,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompPresent,CompAbsent,1197,535,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE104,CompPresent,CompAbsent,1197,543,WH,,7/11/12,,"Nothing recorded, maybe missing?"
TSHE,1460,AE102,CompAbsent,CompAbsent,1197,546,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompAbsent,CompPresent,1197,549,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE101,CompPresent,CompAbsent,1197,557,WH,D,7/24/12,,Tag Removed
TSME,1460,AE102,CompPresent,CompAbsent,1603,64,BL,D,7/11/12,,Tag Removed
ABAM,1603,PARA3,CompPresent,CompPresent,704,78,PK,M,7/24/12,,
ABAM,1603,PARA3,CompPresent,CompAbsent,704,283,PK,D,7/24/12,,Tag removed
ABAM,1603,PARA3,CompPresent,CompAbsent,1064,63,YL,D,7/24/12,,Tag removed
ABAM,1603,PARA4,CompPresent,CompPresent,1064,277,YL,D,8/1/12,,Tag removed
ABAM,1603,PARA3,CompAbsent,CompPresent,1064,306,YL,D,7/24/12,,Tag removed
ABAM,1603,PARA3,CompPresent,CompPresent,1603,134,BL,D,7/24/12,,Tag removed
ABAM,1603,PARA3,CompPresent,CompAbsent,1603,204,BL,D,7/24/12,,Tag removed
ABAM,1650,HIGH4,CompAbsent,CompAbsent,704,16,PK,D,8/1/12,,Tag removed
ABAM,1650,HIGH4,CompAbsent,CompAbsent,1064,100,YL,D,8/1/12,,Tag removed
ABAM,1650,HIGH3,CompAbsent,CompAbsent,1197,177,GR,D,8/1/12,,Tag removed
ABAM,1650,HIGH3,CompPresent,CompAbsent,1603,84,BL,D,8/1/12,,Tag removed
ABAM,1650,HIGH2,CompPresent,CompAbsent,1603,288,BL,D,8/1/12,,Tag removed
TSME,1650,HIGH2,CompAbsent,CompPresent,1460,441,YL,D,7/30/12,,Tag removed
TSHE,704,TO044,CompPresent,CompAbsent,704,278,GR,A,5/10/12,,
ABAM,668,NISQ3,CompAbsent,CompPresent,1064,324,YL,D,5/10/12,,Tag removed
TSHE,1460,AE104,CompPresent,CompAbsent,704,376,GR,D,7/11/12,,
ABAM,704,TO043,CompPresent,CompPresent,1603,341,BL,D,5/10/12,,
ABAM,704,TO041,CompAbsent,CompPresent,704,328,PK,D,5/10/12,,
TSHE,704,TO045,CompAbsent,CompAbsent,1197,79,WH,D,5/10/12,,
TSHE,1197,AM165,CompAbsent,CompAbsent,704,516,GR,A,6/25/12,,
ABAM,704,TO044,CompAbsent,CompPresent,704,398,PK,A,5/10/12,,
ABAM,668,NISQ3,CompPresent,CompAbsent,1064,163,YL,D,5/10/12,,Tag removed
TSHE,704,TO044,CompPresent,CompAbsent,704,353,GR,D,5/10/12,,
ABAM,1603,PARA3,CompAbsent,CompAbsent,1064,61,YL,D,7/24/12,,
ABAM,704,TO045,CompAbsent,CompPresent,1064,122,YL,D,5/10/12,,
ABAM,1064,AV063,CompPresent,CompAbsent,1197,291,GR,A,5/29/12,,
ABAM,668,NISQ1,CompAbsent,CompPresent,1603,287,BL,D,5/10/12,,Tag removed
ABAM,704,TO042,CompPresent,CompPresent,1064,341,YL,D,5/10/12,,
ABAM,668,NISQ3,CompAbsent,CompPresent,1197,374,GR,D,5/10/12,,
ABAM,668,NISQ3,CompPresent,CompPresent,1197,296,GR,D,5/10/12,,Tag removed
ABAM,704,TO041,CompPresent,CompAbsent,1064,54,YL,D,5/10/12,,
ABAM,704,TO045,CompAbsent,CompPresent,1064,135,YL,D,5/10/12,,Tree fell on seedlings
TSHE,704,TO043,CompPresent,CompPresent,704,214,GR,D,5/10/12,,
TSHE,704,TO041,CompAbsent,CompPresent,704,289,GR,D,5/10/12,,
TSHE,704,TO041,CompPresent,CompPresent,1197,132,WH,D,5/10/12,,
TSHE,704,TO042,CompPresent,CompAbsent,1197,208,WH,D,5/10/12,,
ABAM,1064,AV062,CompPresent,CompPresent,1064,310,YL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV061,CompPresent,CompAbsent,1064,312,YL,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV063,CompAbsent,CompPresent,1197,74,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV063,CompAbsent,CompAbsent,1197,127,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV065,CompAbsent,CompPresent,1603,66,BL,D,6/14/12,,"COVERED IN SNOW 5/29/12, Tag removed 7/31/12"
ABAM,1064,AV061,CompPresent,CompPresent,1603,236,BL,D,5/29/12,,Tag removed 7/31/12
TSHE,1197,AM164,CompPresent,CompPresent,704,146,GR,D,6/25/12,,Tag removed
TSHE,1197,AM164,CompAbsent,CompPresent,704,204,GR,D,6/25/12,,Tag removed
TSHE,1197,AM165,CompPresent,CompAbsent,704,251,GR,D,6/25/12,,Tag removed
TSHE,1197,AM165,CompPresent,CompPresent,1197,382,WH,D,6/25/12,,Tag removed
TSHE,1460,AE103,CompAbsent,CompAbsent,704,60,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE105,CompAbsent,CompAbsent,704,428,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE103,CompPresent,CompPresent,704,537,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE105,CompAbsent,CompAbsent,704,542,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE105,CompPresent,CompAbsent,1197,4,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE105,CompPresent,CompAbsent,1197,26,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompPresent,CompPresent,1197,499,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE101,CompPresent,CompPresent,1197,562,WH,D,7/24/12,,Tag Removed
TSHE,1460,AE105,CompAbsent,CompPresent,1197,592,WH,D,7/11/12,,Tag Removed
ABAM,1603,PARA4,CompPresent,CompPresent,704,253,PK,D,8/1/12,,Tag removed
ABAM,1603,PARA5,CompAbsent,CompPresent,1064,11,YL,D,7/24/12,,Tag removed
ABAM,1603,PARA4,CompAbsent,CompPresent,1197,63,GR,D,8/1/12,,Tag removed
ABAM,1603,PARA1,CompPresent,CompPresent,1603,243,BL,D,8/1/12,,Tag removed
ABAM,1650,HIGH4,CompAbsent,CompPresent,1064,107,YL,D,8/1/12,,Tag removed
ABAM,1650,HIGH1,CompAbsent,CompPresent,1603,163,BL,D,8/1/12,,Tag removed
ABAM,1650,HIGH5,CompPresent,CompPresent,1603,280,BL,D,8/1/12,,Tag removed
TSHE,704,TO044,CompPresent,CompPresent,1197,500,WH,D,5/10/12,,
TSHE,704,TO041,CompPresent,CompAbsent,704,264,GR,D,5/10/12,,
ABAM,668,NISQ2,CompPresent,CompPresent,1064,356,YL,D,5/10/12,,Tag removed
TSHE,704,TO043,CompPresent,CompPresent,704,200,GR,D,5/10/12,,
ABAM,704,TO041,CompPresent,CompAbsent,1197,254,GR,D,5/10/12,,
ABAM,668,NISQ2,CompPresent,CompPresent,1603,176,BL,D,5/10/12,,Tag removed
ABAM,668,NISQ3,CompPresent,CompPresent,1603,358,BL,D,5/10/12,,Tag removed
TSHE,1197,AM164,CompPresent,CompPresent,1197,368,WH,D,6/25/12,,Tag removed
ABAM,704,TO045,CompAbsent,CompPresent,704,339,PK,D,5/10/12,,
TSHE,704,TO042,CompPresent,CompPresent,704,243,GR,D,5/10/12,,
TSHE,1460,AE102,CompAbsent,CompAbsent,704,265,GR,A,7/11/12,,
ABAM,1603,PARA2,CompPresent,CompAbsent,1603,226,BL,A,8/1/12,,
ABAM,1650,HIGH4,CompPresent,CompAbsent,1603,58,BL,A,8/1/12,,
ABAM,704,TO045,CompPresent,CompAbsent,1603,312,BL,D,5/10/12,,
TSHE,704,TO043,CompAbsent,CompAbsent,1197,415,WH,D,5/10/12,,
ABAM,668,NISQ2,CompPresent,CompPresent,1197,223,GR,D,5/10/12,,Tag removed
ABAM,704,TO042,CompPresent,CompPresent,1064,174,YL,D,5/10/12,,
ABAM,1650,HIGH5,CompAbsent,CompAbsent,1603,276,BL,D,8/1/12,,
ABAM,1064,AV061,CompAbsent,CompAbsent,1197,97,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,668,NISQ2,CompAbsent,CompPresent,1197,207,GR,D,5/10/12,,Tag removed
ABAM,668,NISQ1,CompAbsent,CompPresent,1603,294,BL,D,5/10/12,,Tag removed
ABAM,668,NISQ4,CompPresent,CompAbsent,1603,349,BL,D,5/10/12,,Tag removed
ABAM,668,NISQ4,CompPresent,CompPresent,1197,342,GR,D,5/10/12,,Tag removed
ABAM,1064,AV061,CompAbsent,CompPresent,1197,93,GR,D,5/29/12,,Tag removed 7/31/12
TSHE,1460,AE104,CompAbsent,CompAbsent,704,459,GR,A,7/11/12,,Dug up; replanted
ABAM,668,NISQ3,CompAbsent,CompPresent,1064,195,YL,D,5/10/12,,Tag removed
ABAM,668,NISQ3,CompPresent,CompPresent,1197,358,GR,D,5/10/12,,Tag removed
ABAM,668,NISQ5,CompPresent,CompPresent,1603,398,BL,D,5/10/12,,Tag removed
ABAM,704,TO041,CompAbsent,CompAbsent,1197,279,GR,D,5/10/12,,
TSHE,704,TO041,CompAbsent,CompPresent,704,254,GR,D,5/10/12,,
TSHE,704,TO044,CompPresent,CompPresent,704,340,GR,D,5/10/12,,
TSHE,704,TO045,CompAbsent,CompAbsent,704,506,GR,D,5/10/12,,
TSHE,704,TO045,CompPresent,CompAbsent,1197,125,WH,D,5/10/12,,
TSHE,704,TO044,CompAbsent,CompPresent,1197,487,WH,D,5/10/12,,
ABAM,1064,AV061,CompPresent,CompPresent,704,53,PK,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV064,CompPresent,CompPresent,704,373,PK,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV064,CompPresent,CompAbsent,704,380,PK,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV062,CompAbsent,CompAbsent,1197,47,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV062,CompAbsent,CompAbsent,1197,55,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV061,CompPresent,CompAbsent,1197,88,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV065,CompPresent,CompPresent,1197,380,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1064,AV062,CompAbsent,CompAbsent,1603,42,BL,D,5/29/12,,Tag removed 7/31/12
TSHE,1197,AM164,CompAbsent,CompAbsent,704,40,GR,D,6/25/12,,Tag removed
TSHE,1197,AM165,CompAbsent,CompPresent,704,101,GR,D,7/25/12,,UNDER SNOW 6/25/2012
TSHE,1197,AM162,CompPresent,CompPresent,704,165,GR,D,6/26/12,,Tag removed
TSHE,1197,AM161,CompPresent,CompAbsent,704,172,GR,D,6/25/12,,Tag removed
TSHE,1197,AM164,CompAbsent,CompAbsent,704,525,GR,D,6/25/12,,Tag removed
TSHE,1197,AM165,CompPresent,CompAbsent,704,584,GR,D,6/25/12,,Tag removed
TSHE,1197,AM164,CompAbsent,CompPresent,1197,100,WH,D,6/25/12,,Tag removed
TSHE,1197,AM162,CompPresent,CompAbsent,1197,131,WH,D,6/26/12,,Tag removed
TSHE,1197,AM161,CompAbsent,CompAbsent,1197,220,WH,D,6/25/12,,Tag Removed
TSHE,1197,AM162,CompAbsent,CompAbsent,1197,248,WH,D,6/25/12,,Tag removed
TSHE,1197,AM162,CompPresent,CompPresent,1197,427,WH,D,6/26/12,,Tag removed
TSHE,1197,AM161,CompAbsent,CompAbsent,1197,448,WH,D,6/25/12,,Tag Removed
TSHE,1197,AM164,CompAbsent,CompPresent,1197,467,WH,D,6/25/12,,"Tag removed, corrected from WH167 to WH467"
TSHE,1197,AM162,CompPresent,CompAbsent,1197,468,WH,D,6/26/12,,Tag removed
TSHE,1460,AE103,CompPresent,CompAbsent,704,324,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE105,CompAbsent,CompPresent,704,361,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE105,CompAbsent,CompPresent,704,421,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE104,CompAbsent,CompAbsent,704,566,GR,D,7/11/12,,Tag Removed
TSHE,1460,AE101,CompPresent,CompAbsent,1197,82,WH,D,7/24/12,,Tag Removed
TSHE,1460,AE102,CompPresent,CompPresent,1197,318,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompPresent,CompPresent,1197,319,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompPresent,CompPresent,1197,493,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE102,CompAbsent,CompPresent,1197,548,WH,D,7/11/12,,Tag Removed
TSHE,1460,AE101,CompAbsent,CompPresent,1197,575,WH,D,7/24/12,,Tag Removed
ABAM,1603,PARA1,CompPresent,CompAbsent,1197,14,GR,D,8/1/12,,Tag removed
ABAM,1650,HIGH1,CompAbsent,CompAbsent,704,249,PK,D,8/1/12,,Tag removed
ABAM,1650,HIGH4,CompPresent,CompPresent,704,266,PK,D,8/1/12,,Tag removed
ABAM,1650,HIGH2,CompAbsent,CompAbsent,1197,32,GR,D,7/30/12,,Tag removed
ABAM,1650,HIGH3,CompAbsent,CompAbsent,1197,71,GR,D,8/1/12,,Tag removed
ABAM,1650,HIGH3,CompAbsent,CompAbsent,1197,187,GR,D,8/1/12,,Tag removed
ABAM,1650,HIGH3,CompAbsent,CompPresent,1603,37,BL,D,8/1/12,,Tag removed
ABAM,1650,HIGH1,CompAbsent,CompAbsent,1603,190,BL,D,8/1/12,,Tag removed
ABAM,668,NISQ3,CompAbsent,CompPresent,1603,110,BL,D,5/10/12,,Tag removed
ABAM,668,NISQ5,CompPresent,CompAbsent,1064,212,YL,D,5/10/12,,Missing tag
ABAM,668,NISQ1,CompPresent,CompAbsent,1603,91,BL,D,5/10/12,,Tag removed
TSHE,704,TO045,CompAbsent,CompAbsent,704,375,GR,D,5/10/12,,
ABAM,1603,PARA5,CompAbsent,CompAbsent,704,71,PK,D,7/24/12,,
TSHE,704,TO041,CompPresent,CompPresent,1197,177,WH,D,5/10/12,,
ABAM,668,NISQ5,CompPresent,CompPresent,1064,192,YL,D,5/10/12,,Missing tag
TSHE,704,TO043,CompPresent,CompPresent,1197,478,WH,D,5/10/12,,
TSHE,1197,AM162,CompPresent,CompAbsent,704,84,GR,D,6/26/12,,Tag removed
ABAM,704,TO043,CompPresent,CompPresent,704,323,PK,A,5/10/12,,
TSHE,704,TO041,CompPresent,CompPresent,1197,253,WH,D,5/10/12,,
TSHE,704,TO045,CompPresent,CompAbsent,1197,444,WH,D,5/10/12,,
ABAM,668,NISQ1,CompPresent,CompPresent,1197,198,GR,D,5/10/12,,Tag removed
ABAM,1603,PARA2,CompPresent,CompAbsent,1603,12,BL,A,8/1/12,,
TSHE,704,TO041,CompAbsent,CompPresent,1197,211,WH,D,5/10/12,,
ABAM,668,NISQ3,CompAbsent,CompPresent,1603,331,BL,D,5/10/12,,Tag removed
ABAM,704,TO041,CompAbsent,CompPresent,704,175,PK,D,5/10/12,,
TSHE,704,TO043,CompPresent,CompAbsent,704,215,GR,D,5/10/12,,
TSHE,704,TO044,CompPresent,CompAbsent,1197,75,WH,D,5/10/12,,
ABAM,668,NISQ2,CompPresent,CompAbsent,1197,378,GR,D,5/10/12,,Tag removed
TSHE,1197,AM165,CompAbsent,CompAbsent,704,154,GR,D,6/25/12,,Tag removed
ABAM,704,TO043,CompPresent,CompPresent,1064,106,YL,D,5/10/12,,
TSHE,704,TO042,CompPresent,CompPresent,704,242,GR,D,5/10/12,,
TSHE,704,TO043,CompAbsent,CompPresent,1197,251,MISSING,D,5/10/12,,
ABAM,1064,AV063,CompPresent,CompAbsent,1197,247,GR,D,5/29/12,,Tag removed 7/31/12
ABAM,1650,HIGH3,CompPresent,CompPresent,1064,239,YL,A,8/1/12,,
ABAM,1650,HIGH3,CompAbsent,CompPresent,1197,189,GR,A,8/1/12,,
ABAM,668,NISQ1,CompAbsent,CompAbsent,1197,353,GR,D,5/10/12,,Tag removed
TSHE,704,TO041,CompPresent,CompAbsent,1197,433,WH,D,5/10/12,,
TSHE,1197,AM164,CompPresent,CompAbsent,1197,192,WH,D,6/25/12,,Tag removed
ABAM,1064,AV065,CompPresent,CompPresent,1603,152,BL,A,5/29/12,,
TSHE,1197,AM165,CompPresent,CompAbsent,1197,150,WH,D,6/25/12,,Tag removed
ABAM,704,TO042,CompAbsent,CompAbsent,704,162,PK,A,5/10/12,,
TSHE,704,TO041,CompAbsent,CompPresent,1197,281,WH,D,5/10/12,,
ABAM,1603,PARA3,CompAbsent,CompAbsent,704,194,PK,A,7/24/12,,
ABAM,704,TO044,CompPresent,CompPresent,704,382,PK,D,5/10/12,,
ABAM,704,TO044,CompPresent,CompAbsent,704,324,PK,D,5/10/12,,
ABAM,668,NISQ2,CompPresent,CompAbsent,704,316,PK,D,5/10/12,,Tag removed
ABAM,668,NISQ5,CompAbsent,CompAbsent,1197,356,MISSING,D,5/10/12,,Tag removed
ABAM,704,TO041,CompPresent,CompPresent,704,8,,D,5/10/12,,
ABAM,704,TO041,CompAbsent,CompAbsent,1064,182,MISSING,M,5/10/12,,
