Name,Stand,Block,Gap?,Plot,Date,Type,Treatment,VegHtMid,VegHtCor1,VegHtCor2,VegHtCor3,VegHtCor4,Total Shrub,Total Herb,ABAM,ABAMShrub,Abies,ABIGRA,ABIGRAShrub,ABILAS,ABILASShrub,ACECIR,ACECIRShrub,ACHTRI,ANEDEL,ARNICA,ASTER,ATHFIL,Bare,BERNER,BLESPI,CAREXL,CAREXnarrow,CAREXwide,CASPAR,CASSIO,CHIMEN,CHIUMB,CIRALP,CLASIB,CLIUNI,CORUNA,Dead Wood,DISHOO,Downed Log,EPILOB,ERIGER,ERYMON,Fungus,GALIUM,GAUOVA,GENCAL,GOOOBL,Grass,GYMDIS,HIERAC,Indian Pipes?,LACTUC,Lance Leaved?,Lichen,LIGGRA,LINBOR,LISCOR,LUPINU,LUPLAT,Luzula,Lycopod,MAIDEL,MAIRAC,MAISTE,MENFER,MENFERShrub,MITBRE,MITELL,OPLHOR,OPLHORShrub,OSMBER,ORTSEC,OXAORE,PEDBRA,PEDORN,PEDRAC,PHYEMP,POLBIS,POLYST,POLMUN,POLMUNShrub,POTENT,POTFLA,PSEMEN,RHOALB,RHOALBShrub,Rock,ROSGYM,RUBLAS,RUB'PAN',RUBPED,RUBSPE,Rush,SENTRI,SORSIT,Stem,STRAMP,STRROS,THUPLI,THUPLIShrub,TIATRI,TRACAR,TRIBOR,TRIOVA,TSHE,TSHEShrub,TSME,TSMEShrub,Unk Opp Lv,VACDEL,VACMEM,VACMEMShrub,VACMYR,VACOVA,VACOVAShrub,VACPAR,VAC'PAN',VAC'PAN'Shrub,VALSIT,VERVIR,VIOLA,VIOR,XANO,XANOShrub,XERTEN,Litter,Moss,Wood,Feces,Rush,Sand/Soil,Rock,Root,Bare
AM16G4,AM16,4,Y,I,7/22/10,,C,24,6,31,26,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,15,,5,,,,,,,,,,75,25,0,0,0,0,0,0,0
AM16N5,AM16,5,N,I,7/22/10,,,0,20,6,20,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,75,25,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,J,7/22/10,,,70,35,75/110,70/130,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,15,,,,,,,,,,,,75,25,0,0,0,0,0,0,0
AV06N1,AV06,1,N,X,,,,3,0,0,0,0,,,<1 (3 sdlgs),,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,<1,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75,25,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,Y,,,,60/125,100,50/150,95,100/145,43,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,5,40,,75,25,0,0,0,0,0,0,0
AM16N3,AM16,3,N,Y,,,,55,43,27,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,75,25,0,0,0,0,0,0,0
AV06N3,AV06,3,N,A,7/6/10,,,30,2,15,50,10,,,<1 (2 sdlgs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,<1 (4 sdlgs),,,,,,<1 (3 sdlgs),,,,,,,,,15,,<1,,,,,,,,,5,70,30,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,B,7/22/10,,,30/100,65,10/110,90/115,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,70,30,0,0,0,0,0,0,0
AM16G1,Am16,1,Y,E,7/22/10,,,80,90,75,95,80,,,<1,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,<1,,,,,,,,,,,,,,,,10,,,,,,,,,,,,70,30,0,0,0,0,0,0,0
AM16N4,AM16,4,N,H,7/22/10,,,23,30,0,0,0,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,<1,,,70,30,0,0,0,0,0,0,0
AM16N4,AM16,4,N,J,7/22/10,,,0,11,1,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,10,,,,,,,,,,,,70,30,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,B,7/22/10,,,90/120,60,75,90/105,50,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,<1,,,60,40,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,D,,,,4/171,2/135,2/148,35/185,63/183,60,19,1 (stem + 1 sdlg),~60?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,60,40,0,0,0,0,0,0,0
AV06N5,AV06,5,N,E,7/6/10,,,5/250,5,0/300,2/300,10/260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,50,,,,,,,,5,,,,,,,,,,,10,60,40,0,0,0,0,0,0,0
AE10G1,AE10,1,Y,F,,seed,X,55,50,70,87,35,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,15,,,20,,,,,,,,1,1,,,60,40,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,F,7/22/10,,,45,2,25,20,55,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,<1,,,,,,,30,,,,,,,,,,,,60,40,0,0,0,0,0,0,0
AV06G4,AV06,4,Y,F,,,,15,28,32,20,52,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,25,60,40,0,0,0,0,0,0,0
AM16N3,AM16,3,N,G,,,,25/125,80,90/105,80,90/120,25,15,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,60,40,0,0,0,0,0,0,0
AM16G3,AM16,3,Y,I,,,,25,40,35,60,35,0,32,1 (7 sdlgs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,<1 (1 sdlg),,,,,,,30,,,,,,,,,,,,60,40,0,0,0,0,0,0,0
AM16G3,AM16,3,Y,Y,,,,40,60,16,70,65,3,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,40,3,,,,,,,,,,,60,40,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,A,7/22/10,,,30,5,15,55,70,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,A,,,,50,2/170,35/170,50/120,90/135,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,50,50,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,A,7/22/10,,,21,85,65,95/145,95/135,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,2,,,,,,15,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AV06G2,AV06,2,Y,B,,,,35,70/>2m,35,25,11,,,,10 (>2m),,,,,,,,,,,,,,,,,,,,,,,,,<1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,75,50,50,0,0,0,0,0,0,0
AV06G3,AV06,3,Y,B,7/6/10,,,30,30/110,55/125,30,25,,,3,3,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,25,,,,,,,,,,,25,50,50,0,0,0,0,0,0,0
AV06N5,AV06,5,N,B,7/6/10,,,30,20,2,0,20,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,4,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,30,50,50,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,C,,,,100,98/110,50/125,90/140,0/140,55,18,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,3,,,50,50,0,0,0,0,0,0,0
AV06G5,AV06,5,Y,C,7/6/10,,,45,15,30,60,40,,,10 (2 sdlgs),,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,20,50,50,0,0,0,0,0,0,0
AV06N5,AV06,5,N,C,7/6/10,,,10,5,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,<1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,25,50,50,0,0,0,0,0,0,0
AM16G3,AM16,3,Y,D,,,,85/101,100,86,92,97,5,30,"25 (1sdlg, 1 sap)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,<1 (2 sdlgs),,,50,50,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,D,7/22/10,,,50,65,95/100,0,90/120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16N2,AM16,2,N,D,,,,2,30,2,0,0,0,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G3,AM16,3,Y,E,,,,85/127,80,10,75,90/135,5,25,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AV06G3,AV06,3,Y,E,7/6/10,,,30,45,20,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,<1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,50,50,0,0,0,0,0,0,0
AE10N5,AE10,5,N,F,7/26/10,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,F,,,,23,25,24,40,25,0,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,10,,,,,,,,,<1,,,50,50,0,0,0,0,0,0,0
AM16G3,AM16,3,Y,F,,,,90,58,97,,,5,41,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 (2 sdlgs),,,,,,,,,25,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G3,AM16,3,Y,G,,,,43,0,29,16,8,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,25,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,H,7/22/10,,,10/135,30/100,20/110,50/125,70/110,,,5,60,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,1,,,,,,,,,,,,10,,1,,,,,,,1,,,50,50,0,0,0,0,0,0,0
AV06G3,AV06,3,Y,H,7/6/10,,,15,90,2,25,25,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,30,50,50,0,0,0,0,0,0,0
AV06N3,AV06,3,N,H,7/6/10,,,0,2,3,10,10,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,<1,,,,,,,,,5,,2,,,,,,,,,<1,50,50,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,I,7/22/10,,,70,60/110,60/110,0,55/115,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,35,15,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AV06G1,AV06,1,Y,I,,,,45,33,50,45,42,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,J,,,,75,1,54,50,80,0,55,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,J,,,,75/130,170,60/130,100/140,90/145,35,52,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,,40,,,,,,,,,,,,,,,50,50,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,B,,,,97/158,0/80,80/130,45/123,40/150,35,17,<1 (2 sdlgs),20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,10,,,,15,,5,,,,,,<1 (2 sdlgs),,,40,60,0,0,0,0,0,0,0
AV06N3,AV06,3,N,B,7/6/10,,,35,12,20,1,25,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,<1,,,,,,,,,5,,,,,,,,,,,2,40,60,0,0,0,0,0,0,0
AM16G4,AM16,4,Y,C,7/22/10,,X,8,5,20,0,0,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,40,60,0,0,0,0,0,0,0
AV06G2,AV06,2,Y,C,,,,42,55,70,71,66,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,40,60,0,0,0,0,0,0,0
AV06N5,AV06,5,N,D,7/6/10,,,40/190,0,5/275,20/275,5,,,10 (3 sdlgs),,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,<1,40,60,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,E,7/22/10,,,90/180,85/155,60/165,60/160,80/130,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,40,60,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,F,7/22/10,,,95/165,85,55/125,90/130,98/150,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,10,3,,1,5,,,,,,,,,,,40,60,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,G,7/22/10,,,95/110,40,50,0/105,75/105,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,25,,,,,,,,,,,,40,60,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,H,7/22/10,,,70/140,95,98/150,87/105,90/150,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,25,,,,3,,,20,1,,,,,,,,,,,40,60,0,0,0,0,0,0,0
AV06G3,AV06,3,Y,I,7/6/10,,,80/120,20,90/120,85,95/160,,,5,40,,,,,,,,,,,,,,,,,,,,,,2,,,2,1,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,25,40,60,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,J,7/22/10,,,55,25,75,70,70/130,,,<1,1,,,,,,,,3,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,<1,,1,,,,,,,1,,,2,,,<1,,,,,,,,,,25,,,,,,,,,<1,,,40,60,0,0,0,0,0,0,0
AV06G1,AV06,1,Y,J,,,,15,18,2,25,6,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,40,60,0,0,0,0,0,0,0
AV06G3,AV06,3,Y,J,7/6/10,,,95/145,65,50,90/105,80,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,30,40,60,0,0,0,0,0,0,0
AV06G4,AV06,4,Y,J,,,,100,170/22,"n/a, 38",0,110/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,5,15,,,,,,,,5,,,,,,,,,,,3,40,60,0,0,0,0,0,0,0
AV06G5,AV06,5,Y,J,7/6/10,,,85/130,70,15,70,2/240,,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,<1,1,,,,,,,,,<1,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,8,40,60,0,0,0,0,0,0,0
AV06G1,AV06,1,Y,X,,,,5,42,2,0,32,,,<1 (3 sdlgs),,,,,,,,,,,,,,,,,,,,,,3,,,,,<1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,25,30,70,0,0,0,0,0,0,0
AM16G5,AM16,5,Y,C,7/22/10,,,95/115,95/110,52,95/115,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,25,75,0,0,0,0,0,0,0
AV06G4,AV06,4,Y,C,,,,32,32,23,0,2,,,<1 (2 sdlgs),,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,25,75,0,0,0,0,0,0,0
AV06N3,AV06,3,N,C,7/6/10,,,5,40,25,45,35,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,<1,,,,,,,1,,<1,,,,,,,,,,25,75,0,0,0,0,0,0,0
AV06G5,AV06,5,Y,D,7/6/10,,,25,50,15,30,25,,,10 (2 sdlgs),,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,5,25,75,0,0,0,0,0,0,0
AV06N3,AV06,3,N,D,7/6/10,,,0,10,50,30,0,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,25,75,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,E,,,,50,68/105,96,60/125,2/115,25,21,1 (stem),25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,25,75,0,0,0,0,0,0,0
AV06G2,AV06,2,Y,E,,,,50,1,30,30,25,,,5 (1 sap 2 sdlgs),,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,25,25,75,0,0,0,0,0,0,0
AV06N3,AV06,3,N,E,7/6/10,,,0,50,25,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,<1,,,,,,,,,25,,,,,,,,,,,,25,75,0,0,0,0,0,0,0
AM16N3,AM16,3,N,F,,,,8,0,0,16,28,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,25,75,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,H,,,,70,22,0,50,10,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,<1 (1 sdlg),,,25,75,0,0,0,0,0,0,0
